Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
67,3.0,0.0,0.0,287.0,7.0,69.0,4652.0,0.1,-36.76241518205848,0.0,0.0,1152.7451939582825,,,,,,,,,,,,,,,,,,,,,-21.83594538533341,9.468288938538377,-1.2968978030245975,-36.47031978090943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,324.0,8.0,37.0,4689.0,0.1,-17.603739405536185,0.0,0.0,1156.724062204361,,,,,,,,,,,,,,,,,,,,,-14.221208494119407,5.599426578186038,-1.1129374259044078,-20.38312027335011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,351.0,9.0,27.0,4716.0,0.1,-12.79113580719203,0.0,0.0,1159.5834765434265,,,,,,,,,,,,,,,,,,,,,-10.48026739215994,4.077011876089836,-1.08164900650903,-14.912595562510742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,398.0,10.0,47.0,4763.0,0.1,-34.010089843390496,0.0,0.0,1164.5800557136536,,,,,,,,,,,,,,,,,,,,,-18.71434328963382,8.598564463456746,-1.1762538764494954,-33.19687626443031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,487.0,11.0,89.0,4852.0,0.1,-51.41660375773018,0.0,0.0,1173.6501295566559,,,,,,,,,,,,,,,,,,,,,-34.63759740662681,12.834665678924994,-1.4030923283780554,-50.78654656203226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,522.0,12.0,35.0,4887.0,0.1,-25.35846165500371,0.0,0.0,1177.5038154125214,,,,,,,,,,,,,,,,,,,,,-15.67105706783447,7.162408159133208,-1.1167408711325402,-24.85966913623283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,559.0,13.0,37.0,4924.0,0.1,-22.09475021923869,0.0,0.0,1181.4908063411713,,,,,,,,,,,,,,,,,,,,,-11.595491810950755,5.345576395183307,-1.1322830023823742,-21.70911354020038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,613.0,14.0,54.0,4978.0,0.1,-43.234638539402894,0.0,0.0,1187.1723976135254,,,,,,,,,,,,,,,,,,,,,-23.484104108496414,11.538283188808643,-1.2297355502032767,-42.050555978946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,656.0,15.0,43.0,5021.0,0.1,-30.960782476133456,0.0,0.0,1191.7562820911407,,,,,,,,,,,,,,,,,,,,,-18.10411849936779,7.9977964107765676,-1.1581718489748927,-30.242760659218426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,700.0,16.0,44.0,5065.0,0.1,-30.182652103646888,0.0,0.0,1196.479676246643,,,,,,,,,,,,,,,,,,,,,-19.219793291957856,8.19753749722891,-1.1726478016468804,-29.395743289636727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,771.0,17.0,71.0,5136.0,0.1,-53.86765983936334,0.0,0.0,1203.7424182891846,,,,,,,,,,,,,,,,,,,,,-28.95440323797236,16.010526736919978,-1.3116676372933858,-52.95432474524805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,796.0,18.0,25.0,5161.0,0.1,-14.359195103248094,0.0,0.0,1206.5395197868347,,,,,,,,,,,,,,,,,,,,,-9.467937239752441,3.8915698825977456,-1.0793399403383561,-14.150784089649493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,851.0,19.0,55.0,5216.0,0.1,-41.35844845483361,0.0,0.0,1212.2579066753387,,,,,,,,,,,,,,,,,,,,,-25.5591903335132,12.506790691228593,-1.2204986366410875,-41.053667415310784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,913.0,20.0,62.0,5278.0,0.1,-33.5223739656282,0.0,0.0,1218.7373411655426,,,,,,,,,,,,,,,,,,,,,-24.707873287494532,9.404012924655467,-1.2505520037530842,-34.33650016501346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,109.0,1.0,109.0,5387.0,0.1,-75.59451798528417,0.0,0.0,1375.9263927936554,,,,,,,,,,,,,,,,,,,,,-44.58153529091262,20.09881076112892,-1.5195758713564063,-74.79318864420011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,174.0,2.0,65.0,5452.0,0.1,-34.52664392654161,0.0,0.0,1382.6567826271057,,,,,,,,,,,,,,,,,,,,,-22.155993351445744,9.191490095772112,-1.263482148859814,-34.96915079625222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,346.0,3.0,172.0,5624.0,0.1,-135.02972357697487,0.0,0.0,1400.3456733226776,,,,,,,,,,,,,,,,,,,,,-84.98085214844424,38.25028074108522,-1.8524696766706819,-136.34546063531883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,418.0,4.0,72.0,5696.0,0.1,-39.53790226416158,0.0,0.0,1407.8642392158508,,,,,,,,,,,,,,,,,,,,,-23.4871507907842,9.801390583673802,-1.3117330883344553,-39.069010214651215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,461.0,5.0,43.0,5739.0,0.1,-21.287910258880935,0.0,0.0,1412.6519286632538,,,,,,,,,,,,,,,,,,,,,-15.185497476697986,6.178271516389957,-1.1554944339225754,-23.358446103512147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,488.0,6.0,27.0,5766.0,0.1,-12.740084785410067,0.0,0.0,1415.756935596466,,,,,,,,,,,,,,,,,,,,,-10.293134473256485,4.181205757169118,-1.0803254206697515,-15.899704779155758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,563.0,7.0,75.0,5841.0,0.1,-53.78928412307644,0.0,0.0,1423.5279309749603,,,,,,,,,,,,,,,,,,,,,-32.27104807401811,15.4930529196777,-1.3253666565477344,-52.669523304989916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,593.0,8.0,30.0,5871.0,0.1,-12.38614660315269,0.0,0.0,1426.8343572616577,,,,,,,,,,,,,,,,,,,,,-10.677342270745111,4.3425167501191435,-1.0794220158319292,-15.892557219211453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,620.0,9.0,27.0,5898.0,0.1,-7.384688833278272,0.0,0.0,1430.068104505539,,,,,,,,,,,,,,,,,,,,,-8.599477341836542,3.4568165392738974,-1.0902536811470536,-14.323478340821449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,682.0,10.0,62.0,5960.0,0.1,-38.66514942163956,0.0,0.0,1436.3221037387848,,,,,,,,,,,,,,,,,,,,,-24.166377358408234,10.433081131279001,-1.2669023021908716,-37.24127934282457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,745.0,11.0,63.0,6023.0,0.1,-27.698811208892554,0.0,0.0,1442.855916261673,,,,,,,,,,,,,,,,,,,,,-17.962219776809505,6.141126136818483,-1.2672122125846592,-26.620405553655313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,787.0,12.0,42.0,6065.0,0.1,-30.751525353978977,0.0,0.0,1447.3732419013977,,,,,,,,,,,,,,,,,,,,,-18.35205356597672,9.493510962473561,-1.1532760920151324,-31.162584277674643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,816.0,13.0,29.0,6094.0,0.1,-19.330995032431993,0.0,0.0,1450.563687801361,,,,,,,,,,,,,,,,,,,,,-11.26491860223773,4.960241360766709,-1.0890778107480257,-19.042378106802598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,845.0,14.0,29.0,6123.0,0.1,-15.03946479985849,0.0,0.0,1453.640983581543,,,,,,,,,,,,,,,,,,,,,-10.132701176380595,3.8575309335839174,-1.0999850462886578,-14.775151994580616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,877.0,15.0,32.0,6155.0,0.1,-18.63262957754796,0.0,0.0,1457.1216468811035,,,,,,,,,,,,,,,,,,,,,-11.772438726781063,5.032606261331527,-1.0975849414423886,-19.41920385641161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,963.0,16.0,86.0,6241.0,0.1,-41.16816340565758,0.0,0.0,1465.9401063919067,,,,,,,,,,,,,,,,,,,,,-30.430640624310858,11.3988058588466,-1.3887728841166844,-45.26058840305651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1005.0,17.0,42.0,6283.0,0.1,-24.71773511437933,0.0,0.0,1470.4388346672058,,,,,,,,,,,,,,,,,,,,,-15.31579411640025,6.8362461247034085,-1.1612964615566257,-26.417352385198285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1137.0,18.0,132.0,6415.0,0.1,-104.70844862662445,0.0,0.0,1483.7591905593872,,,,,,,,,,,,,,,,,,,,,-56.63708272896542,25.85565972361627,-1.6412234924055538,-97.4271105002911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1171.0,19.0,34.0,6449.0,0.1,-18.06278535851989,0.0,0.0,1487.5547218322754,,,,,,,,,,,,,,,,,,,,,-12.134553070552212,5.526200338891528,-1.108785684211087,-19.53210355846481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1242.0,20.0,71.0,6520.0,0.1,-27.15955130103619,0.0,0.0,1494.9842524528503,,,,,,,,,,,,,,,,,,,,,-20.48575585405641,6.969954067493716,-1.298987481575991,-29.628632616063804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
